               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 216,            0.042994,            0.033254,             0.05586,             0.78697,             0.26467,             0.39725,             0.23427,            0.033707,            0.050689,            0.063761,           0.0095743,           0.0095743,           0.0095743
                 217,            0.044151,            0.035155,            0.058188,             0.74643,             0.33193,             0.41229,             0.23904,            0.037188,             0.04356,            0.062183,           0.0095723,           0.0095723,           0.0095723
                 218,            0.044064,            0.034347,            0.054903,             0.76986,             0.33565,             0.40461,             0.23027,            0.034748,            0.043172,             0.06198,           0.0095703,           0.0095703,           0.0095703
                 219,            0.045639,            0.035547,            0.056653,             0.75635,             0.30274,              0.4288,              0.2572,            0.034667,            0.045428,            0.062093,           0.0095684,           0.0095684,           0.0095684
                 220,            0.044795,            0.037648,            0.055757,             0.77234,             0.30594,             0.43588,             0.25067,            0.034414,            0.042536,            0.061966,           0.0095664,           0.0095664,           0.0095664
                 221,            0.044445,            0.039404,            0.057292,             0.75302,             0.32738,             0.46338,             0.25451,            0.034504,            0.042166,            0.062002,           0.0095644,           0.0095644,           0.0095644
                 222,            0.042686,            0.037462,            0.055354,             0.70471,             0.35379,             0.44178,             0.23983,            0.036741,            0.042583,            0.061828,           0.0095624,           0.0095624,           0.0095624
                 223,            0.044976,            0.035071,            0.053935,             0.76461,             0.30825,             0.46095,             0.26597,            0.036905,            0.042946,            0.061808,           0.0095604,           0.0095604,           0.0095604
                 224,            0.043082,            0.040023,            0.054066,             0.75588,             0.30353,             0.43889,              0.2478,            0.034446,            0.044427,            0.061807,           0.0095585,           0.0095585,           0.0095585
                 225,             0.04458,            0.038325,            0.057074,             0.79287,             0.24297,             0.33653,             0.18099,            0.041653,            0.054752,            0.068588,           0.0095565,           0.0095565,           0.0095565
                 226,            0.042848,            0.039693,            0.059454,             0.77564,             0.29908,             0.46037,             0.27815,            0.033233,            0.042485,            0.061543,           0.0095545,           0.0095545,           0.0095545
                 227,            0.040445,            0.035896,            0.054958,             0.76508,             0.34928,             0.44389,             0.24167,            0.035292,            0.041986,            0.060955,           0.0095525,           0.0095525,           0.0095525
                 228,             0.04124,            0.040108,            0.056232,             0.85971,             0.29932,             0.46883,              0.2849,            0.033954,            0.041138,            0.061214,           0.0095505,           0.0095505,           0.0095505
                 229,            0.044263,            0.034004,            0.053598,             0.81164,             0.28461,             0.43899,             0.27164,            0.034238,            0.042522,            0.061544,           0.0095486,           0.0095486,           0.0095486
                 230,            0.043515,             0.03718,            0.055257,             0.88429,             0.24581,             0.42725,             0.23771,            0.033447,            0.045656,            0.061672,           0.0095466,           0.0095466,           0.0095466
                 231,            0.042598,            0.037178,            0.055772,             0.86654,             0.27354,             0.46126,             0.26956,            0.040573,            0.041233,            0.060721,           0.0095446,           0.0095446,           0.0095446
                 232,            0.041796,            0.038384,            0.058645,             0.77822,             0.32759,             0.43252,             0.25336,            0.033521,            0.050335,            0.061651,           0.0095426,           0.0095426,           0.0095426
                 233,            0.040674,            0.035817,            0.057391,             0.84964,             0.25586,             0.46422,             0.27309,            0.037791,            0.042881,            0.060542,           0.0095406,           0.0095406,           0.0095406
                 234,            0.043682,            0.036437,            0.051403,             0.85629,             0.28393,             0.47911,             0.27348,             0.03476,             0.04101,            0.060517,           0.0095387,           0.0095387,           0.0095387
                 235,             0.04692,            0.032665,            0.055615,             0.78442,             0.31377,              0.4565,             0.27452,            0.037234,            0.041029,            0.060583,           0.0095367,           0.0095367,           0.0095367
                 236,             0.04489,            0.039446,            0.054412,             0.72616,             0.31389,             0.46119,             0.23315,            0.036382,            0.041379,            0.061215,           0.0095347,           0.0095347,           0.0095347
                 237,            0.042617,            0.032497,            0.054446,             0.71702,             0.33189,             0.42629,              0.2559,            0.035198,             0.04525,            0.061613,           0.0095327,           0.0095327,           0.0095327
                 238,            0.041782,             0.03517,            0.053387,             0.82998,             0.29105,             0.44907,             0.26241,            0.034237,            0.042911,            0.060376,           0.0095307,           0.0095307,           0.0095307
                 239,            0.041815,            0.035909,            0.056424,             0.79055,             0.34984,             0.48382,             0.30107,            0.032141,             0.04058,             0.06019,           0.0095288,           0.0095288,           0.0095288
                 240,            0.041428,            0.034288,            0.054375,             0.76881,             0.34156,             0.47641,             0.28092,            0.033917,            0.041044,            0.060378,           0.0095268,           0.0095268,           0.0095268
                 241,            0.041808,            0.029237,            0.053774,             0.73519,             0.36584,             0.48055,             0.27422,            0.033278,             0.04069,            0.060253,           0.0095248,           0.0095248,           0.0095248
                 242,             0.04169,            0.033604,            0.052311,             0.80313,             0.34294,              0.4836,             0.29434,            0.033531,            0.041821,             0.05975,           0.0095228,           0.0095228,           0.0095228
                 243,            0.040384,            0.035869,            0.053289,             0.82752,             0.29243,             0.51626,             0.31403,            0.034596,            0.043368,            0.060531,           0.0095208,           0.0095208,           0.0095208
                 244,            0.039172,            0.035705,            0.053557,             0.88064,             0.26706,             0.42907,             0.25742,            0.034158,             0.04811,            0.059834,           0.0095189,           0.0095189,           0.0095189
                 245,            0.041287,            0.036788,            0.052739,             0.85262,              0.2736,             0.45228,              0.2741,            0.036369,            0.042646,            0.059657,           0.0095169,           0.0095169,           0.0095169
                 246,            0.044384,            0.038322,            0.053273,             0.80588,             0.34606,             0.48161,             0.26016,            0.035656,            0.041275,            0.059485,           0.0095149,           0.0095149,           0.0095149
                 247,            0.041548,            0.032056,            0.050965,             0.81441,             0.32468,             0.48399,             0.29116,            0.031318,            0.044354,            0.059743,           0.0095129,           0.0095129,           0.0095129
                 248,            0.039144,             0.03317,            0.051861,             0.76587,             0.39513,              0.5151,             0.33253,            0.031915,            0.040467,            0.059544,           0.0095109,           0.0095109,           0.0095109
                 249,            0.042712,            0.037898,            0.056044,             0.80913,              0.3487,             0.50226,             0.27247,            0.038433,            0.041554,            0.059233,            0.009509,            0.009509,            0.009509
                 250,            0.042032,            0.034533,            0.050775,             0.80337,               0.356,             0.52877,             0.32086,            0.032935,            0.039504,            0.058773,            0.009507,            0.009507,            0.009507
                 251,            0.044124,            0.038526,            0.053701,             0.79535,             0.36075,             0.50142,             0.29078,            0.032862,            0.043091,            0.059172,            0.009505,            0.009505,            0.009505
                 252,            0.039819,            0.036964,            0.055874,              0.8255,             0.36196,             0.49415,             0.28677,            0.034697,            0.040503,            0.058723,            0.009503,            0.009503,            0.009503
                 253,            0.039424,            0.032103,            0.051748,             0.78999,             0.33777,              0.4877,             0.28866,            0.034754,            0.041037,            0.058752,            0.009501,            0.009501,            0.009501
                 254,            0.041398,             0.03556,            0.051471,             0.73232,             0.39952,             0.50203,              0.3228,            0.032538,            0.043563,            0.058673,           0.0094991,           0.0094991,           0.0094991
                 255,            0.039416,             0.03312,            0.049719,             0.79893,             0.36775,             0.51558,             0.29697,            0.035503,             0.04201,            0.058199,           0.0094971,           0.0094971,           0.0094971
                 256,            0.042129,            0.036725,            0.051589,             0.74368,             0.39002,             0.49385,             0.29882,            0.032379,            0.041554,            0.058205,           0.0094951,           0.0094951,           0.0094951
                 257,            0.042753,            0.034606,            0.051067,             0.83694,             0.32328,             0.50193,             0.27564,            0.039309,            0.042179,            0.057926,           0.0094931,           0.0094931,           0.0094931
                 258,            0.042821,            0.032615,            0.052234,             0.88929,             0.30383,             0.52269,             0.29326,            0.035091,            0.042643,            0.058346,           0.0094911,           0.0094911,           0.0094911
                 259,             0.04027,            0.035837,            0.050234,             0.73011,             0.38891,             0.50245,             0.27854,             0.03629,            0.042523,            0.058058,           0.0094892,           0.0094892,           0.0094892
                 260,            0.040939,            0.037999,             0.05186,               0.788,              0.3696,              0.5065,             0.31148,            0.034899,            0.039506,            0.057974,           0.0094872,           0.0094872,           0.0094872
                 261,            0.039009,            0.032775,            0.052474,             0.80486,             0.37162,              0.5212,             0.30211,            0.033098,            0.038533,            0.057864,           0.0094852,           0.0094852,           0.0094852
                 262,              0.0418,            0.033429,            0.049434,             0.79554,             0.39173,             0.52539,             0.30376,            0.033944,            0.039388,            0.057587,           0.0094832,           0.0094832,           0.0094832
                 263,            0.042169,            0.035695,            0.050937,             0.79369,             0.38716,             0.54139,             0.31763,            0.036016,            0.040526,            0.057979,           0.0094812,           0.0094812,           0.0094812
                 264,            0.041242,            0.032878,            0.050732,             0.88751,             0.34458,             0.53745,             0.29803,            0.037275,             0.04004,            0.057731,           0.0094793,           0.0094793,           0.0094793
                 265,            0.042196,            0.038719,            0.049129,             0.74196,             0.38931,             0.50488,             0.29295,            0.035443,            0.039881,            0.057835,           0.0094773,           0.0094773,           0.0094773
                 266,             0.04163,            0.035095,            0.050882,              0.7361,             0.42444,             0.52085,             0.32878,            0.032119,            0.039486,            0.057711,           0.0094753,           0.0094753,           0.0094753
                 267,            0.044242,            0.034288,            0.053115,             0.76016,             0.37159,             0.54205,             0.34027,            0.033036,             0.04192,            0.057373,           0.0094733,           0.0094733,           0.0094733
                 268,            0.042238,            0.035489,            0.052774,             0.76421,             0.40538,             0.50555,              0.2945,            0.034902,            0.040032,            0.057382,           0.0094713,           0.0094713,           0.0094713
                 269,             0.04109,            0.034283,             0.05086,              0.7884,             0.36296,             0.48801,             0.29477,            0.032523,            0.039667,            0.056858,           0.0094694,           0.0094694,           0.0094694
                 270,            0.038509,            0.033626,             0.04713,             0.75041,             0.39143,             0.50387,             0.30635,            0.035761,            0.040107,            0.057095,           0.0094674,           0.0094674,           0.0094674
                 271,            0.042409,            0.031303,            0.048361,             0.81646,              0.3394,             0.52004,             0.31005,            0.031649,            0.038741,            0.056382,           0.0094654,           0.0094654,           0.0094654
                 272,            0.041009,            0.032284,            0.052781,             0.79195,             0.31906,              0.5079,             0.26921,            0.035695,            0.040183,            0.056422,           0.0094634,           0.0094634,           0.0094634
                 273,            0.044147,            0.028009,            0.049907,              0.8291,             0.35106,             0.53027,             0.31772,             0.03536,            0.039957,            0.056404,           0.0094614,           0.0094614,           0.0094614
                 274,            0.042991,             0.03341,            0.047619,             0.73121,             0.40814,               0.535,             0.32244,            0.034421,            0.040187,            0.056718,           0.0094595,           0.0094595,           0.0094595
                 275,            0.039774,            0.033275,            0.045727,             0.80675,              0.3755,             0.49671,             0.30983,            0.036037,            0.041917,            0.056647,           0.0094575,           0.0094575,           0.0094575
                 276,             0.04293,            0.029614,             0.05139,             0.76843,             0.36314,             0.48624,             0.28261,            0.036787,            0.041437,            0.056657,           0.0094555,           0.0094555,           0.0094555
                 277,            0.040958,            0.032358,            0.048488,             0.80164,             0.36854,             0.52436,             0.32084,            0.033756,            0.039598,            0.056185,           0.0094535,           0.0094535,           0.0094535
                 278,            0.042144,            0.032851,            0.048341,             0.78221,             0.38351,             0.53908,             0.30693,            0.035016,            0.040683,            0.056226,           0.0094515,           0.0094515,           0.0094515
                 279,            0.043627,            0.031246,            0.048082,             0.84668,             0.36133,             0.53813,             0.33262,            0.037053,            0.041403,             0.05639,           0.0094496,           0.0094496,           0.0094496
                 280,            0.040335,            0.032195,            0.048797,             0.82852,             0.36507,              0.5366,             0.35082,              0.0336,            0.041299,            0.055984,           0.0094476,           0.0094476,           0.0094476
                 281,            0.038363,            0.035785,            0.049155,             0.85018,             0.37714,              0.5405,             0.33655,            0.031402,            0.039997,            0.055506,           0.0094456,           0.0094456,           0.0094456
                 282,            0.038253,            0.033951,            0.047383,             0.81687,             0.39304,              0.5522,             0.34629,            0.031373,            0.039065,            0.055418,           0.0094436,           0.0094436,           0.0094436
                 283,            0.042202,            0.035385,            0.053199,             0.87819,             0.33709,             0.53008,             0.30576,            0.032068,            0.040997,            0.056549,           0.0094416,           0.0094416,           0.0094416
                 284,            0.040692,            0.036541,            0.048216,             0.82038,             0.38244,             0.55525,             0.36044,            0.032325,            0.041832,            0.056037,           0.0094397,           0.0094397,           0.0094397
                 285,            0.037902,            0.030348,             0.04742,             0.87235,             0.36175,             0.56302,             0.38241,            0.031126,              0.0389,             0.05549,           0.0094377,           0.0094377,           0.0094377
                 286,            0.039402,            0.032961,            0.046392,             0.88327,             0.34794,             0.57032,             0.36447,              0.0313,            0.038146,            0.055045,           0.0094357,           0.0094357,           0.0094357
                 287,            0.038659,             0.02999,            0.048981,             0.90114,             0.34311,             0.57865,             0.37096,            0.030847,             0.03741,            0.054795,           0.0094337,           0.0094337,           0.0094337
                 288,            0.040169,            0.033314,            0.047532,             0.83076,             0.39384,             0.56822,             0.35662,            0.032918,            0.038233,            0.054894,           0.0094317,           0.0094317,           0.0094317
                 289,            0.043258,            0.030805,            0.049125,             0.85564,             0.36998,             0.54231,             0.30951,            0.032563,            0.038534,            0.054751,           0.0094298,           0.0094298,           0.0094298
                 290,            0.041611,            0.029704,            0.043519,             0.88342,             0.36937,             0.56553,             0.35858,            0.031313,            0.037051,            0.054864,           0.0094278,           0.0094278,           0.0094278
                 291,            0.038725,            0.032623,            0.048776,             0.87656,             0.35762,             0.49225,             0.29555,            0.037434,            0.041488,            0.055285,           0.0094258,           0.0094258,           0.0094258
                 292,            0.040873,            0.033801,            0.047587,             0.87186,             0.39147,             0.55796,             0.35279,             0.03207,             0.03878,            0.054749,           0.0094238,           0.0094238,           0.0094238
                 293,            0.040305,            0.035406,            0.048041,             0.89027,             0.36715,             0.56044,             0.33112,            0.031724,            0.039767,            0.054608,           0.0094218,           0.0094218,           0.0094218
                 294,            0.043518,            0.032566,            0.047959,             0.86492,              0.3693,             0.55161,             0.36282,            0.032636,            0.040646,            0.054712,           0.0094199,           0.0094199,           0.0094199
                 295,            0.038424,             0.03556,            0.048734,             0.83961,             0.38297,             0.55431,             0.36237,            0.031622,            0.040054,            0.054805,           0.0094179,           0.0094179,           0.0094179
                 296,            0.037632,            0.033369,            0.050455,             0.86228,             0.40439,             0.58381,             0.37985,            0.031919,            0.037541,             0.05414,           0.0094159,           0.0094159,           0.0094159
                 297,            0.038792,            0.033781,            0.048042,             0.85109,              0.3974,             0.53992,             0.33663,            0.032296,            0.037542,            0.054273,           0.0094139,           0.0094139,           0.0094139
                 298,            0.040616,            0.034917,            0.049231,             0.87887,             0.39136,             0.57978,             0.35506,            0.032241,            0.036919,            0.054165,           0.0094119,           0.0094119,           0.0094119
                 299,            0.044896,            0.031273,            0.047549,             0.86167,              0.3941,             0.57237,             0.36165,            0.031159,            0.036962,             0.05398,             0.00941,             0.00941,             0.00941
                 300,            0.039249,            0.035461,            0.047746,             0.84876,             0.39836,              0.5741,             0.34947,            0.031842,            0.038529,            0.053816,            0.009408,            0.009408,            0.009408
                 301,            0.036729,            0.031381,            0.045926,             0.87466,             0.38595,             0.56203,             0.33579,            0.030563,             0.03706,            0.053842,            0.009406,            0.009406,            0.009406
                 302,            0.037331,            0.036732,            0.047137,              0.8601,             0.35732,             0.54642,             0.34362,            0.032874,            0.037766,            0.053882,            0.009404,            0.009404,            0.009404
                 303,            0.040625,            0.034088,            0.046249,             0.86078,             0.38368,              0.5398,             0.32497,            0.032944,            0.038535,            0.053866,            0.009402,            0.009402,            0.009402
                 304,            0.039679,            0.030613,            0.046776,              0.8311,             0.40341,             0.56652,             0.35544,            0.031555,            0.038987,            0.053859,           0.0094001,           0.0094001,           0.0094001
                 305,            0.042453,            0.031451,            0.046368,             0.81254,             0.37069,             0.55566,             0.35818,            0.030499,            0.038656,            0.053665,           0.0093981,           0.0093981,           0.0093981
                 306,            0.040302,            0.031409,             0.04648,             0.84211,             0.40341,             0.53808,             0.28506,            0.038612,            0.040062,            0.053506,           0.0093961,           0.0093961,           0.0093961
                 307,            0.039638,            0.030507,            0.048458,             0.82333,             0.38629,             0.52849,              0.3102,            0.034848,            0.039661,            0.053388,           0.0093941,           0.0093941,           0.0093941
                 308,            0.039575,            0.032508,            0.050359,             0.79633,             0.41584,             0.51571,             0.35174,            0.032103,            0.039226,            0.053941,           0.0093921,           0.0093921,           0.0093921
                 309,             0.03907,            0.031446,            0.043432,             0.86001,             0.38327,             0.54219,             0.34562,            0.030367,            0.037714,            0.053163,           0.0093902,           0.0093902,           0.0093902
                 310,            0.040528,            0.034635,            0.045978,             0.85145,             0.39096,             0.52972,             0.34035,            0.031371,            0.041262,            0.053084,           0.0093882,           0.0093882,           0.0093882
                 311,             0.03739,            0.031691,             0.04653,             0.79728,             0.36547,             0.48869,             0.28105,            0.034456,            0.047815,            0.053886,           0.0093862,           0.0093862,           0.0093862
                 312,            0.037638,            0.031998,            0.046643,              0.8104,             0.40651,             0.54502,             0.32194,            0.034047,             0.03998,            0.053005,           0.0093842,           0.0093842,           0.0093842
                 313,             0.03948,            0.032913,            0.045482,             0.83016,             0.40341,             0.55253,             0.34663,            0.033026,            0.038748,            0.052863,           0.0093822,           0.0093822,           0.0093822
                 314,            0.039781,            0.029033,            0.047319,             0.86474,             0.39079,             0.56452,             0.38629,            0.032727,            0.039204,            0.052696,           0.0093803,           0.0093803,           0.0093803
                 315,            0.041616,            0.034514,            0.046664,             0.86676,             0.37902,                0.55,             0.36575,            0.032967,            0.038309,            0.052976,           0.0093783,           0.0093783,           0.0093783
                 316,            0.040182,            0.028493,            0.044024,             0.82286,             0.39876,             0.55092,             0.33469,            0.032633,             0.03885,            0.053182,           0.0093763,           0.0093763,           0.0093763
                 317,            0.039921,            0.034956,            0.045161,             0.86184,             0.39474,              0.5977,             0.35589,            0.035043,            0.037869,             0.05219,           0.0093743,           0.0093743,           0.0093743
                 318,            0.038466,            0.030185,             0.04262,             0.82563,             0.38417,             0.58245,             0.33788,            0.033207,            0.037032,            0.052159,           0.0093723,           0.0093723,           0.0093723
                 319,            0.038224,            0.034026,            0.049131,              0.8357,             0.36807,             0.58539,             0.37428,            0.029924,            0.036946,            0.052251,           0.0093704,           0.0093704,           0.0093704
                 320,            0.038029,            0.032666,            0.047981,             0.86096,             0.38963,             0.58787,              0.3697,            0.031457,              0.0375,            0.052297,           0.0093684,           0.0093684,           0.0093684
                 321,            0.039546,            0.032338,            0.044581,              0.8405,             0.38721,             0.59654,             0.37843,             0.02991,            0.035982,            0.052048,           0.0093664,           0.0093664,           0.0093664
                 322,            0.040738,             0.02864,              0.0445,             0.84668,             0.38406,             0.56537,             0.33054,            0.034686,             0.03819,            0.052119,           0.0093644,           0.0093644,           0.0093644
                 323,            0.039229,            0.035889,            0.046206,             0.84188,             0.40356,             0.54339,             0.33908,            0.033937,            0.040265,            0.052656,           0.0093624,           0.0093624,           0.0093624
                 324,            0.038578,            0.031093,            0.043422,             0.80448,             0.40797,              0.5924,             0.38134,            0.031058,            0.038608,            0.051606,           0.0093605,           0.0093605,           0.0093605
                 325,            0.038912,            0.030174,            0.046018,             0.83524,             0.38967,              0.5817,             0.37239,            0.031603,            0.037121,            0.051656,           0.0093585,           0.0093585,           0.0093585
                 326,            0.040216,            0.031752,            0.046808,             0.86569,             0.37385,             0.55747,             0.32263,            0.035021,            0.037739,            0.051889,           0.0093565,           0.0093565,           0.0093565
                 327,            0.040136,            0.027314,            0.044826,             0.82192,             0.38009,             0.58025,             0.37058,            0.033467,             0.03831,            0.051689,           0.0093545,           0.0093545,           0.0093545
                 328,             0.03904,            0.033037,            0.043847,             0.86102,             0.38877,               0.598,             0.38482,             0.03072,            0.036819,            0.051521,           0.0093525,           0.0093525,           0.0093525
                 329,            0.038834,            0.029869,            0.041532,             0.87678,             0.39322,             0.57668,             0.34625,             0.03301,             0.03947,            0.051724,           0.0093506,           0.0093506,           0.0093506
                 330,            0.040447,            0.029675,            0.044465,             0.88488,             0.39324,              0.5883,             0.34374,            0.032324,            0.037502,            0.051651,           0.0093486,           0.0093486,           0.0093486
                 331,            0.043898,            0.029372,            0.044578,             0.88753,             0.38859,             0.56608,             0.35428,            0.031521,            0.037996,            0.051558,           0.0093466,           0.0093466,           0.0093466
                 332,            0.037839,            0.026783,            0.045621,             0.87317,             0.39253,             0.61643,             0.38511,            0.030824,            0.037268,            0.051263,           0.0093446,           0.0093446,           0.0093446
                 333,            0.037238,            0.032261,            0.046055,             0.92408,              0.3693,             0.58541,             0.35645,            0.033433,            0.038835,            0.052131,           0.0093426,           0.0093426,           0.0093426
                 334,            0.036379,            0.032648,            0.045615,             0.87026,             0.38643,             0.58994,             0.38167,            0.029879,            0.038401,            0.051537,           0.0093407,           0.0093407,           0.0093407
                 335,            0.036074,            0.031964,            0.046963,             0.85302,             0.37473,             0.57086,             0.35146,            0.031119,            0.037403,             0.05152,           0.0093387,           0.0093387,           0.0093387
                 336,            0.037222,            0.031791,            0.047259,             0.85267,             0.39503,             0.58747,             0.38425,             0.02992,            0.037434,            0.051292,           0.0093367,           0.0093367,           0.0093367
                 337,            0.039618,            0.032675,            0.043938,             0.83181,              0.3999,              0.5689,             0.35812,            0.031724,            0.038242,            0.051215,           0.0093347,           0.0093347,           0.0093347
                 338,            0.039721,            0.029219,            0.040707,             0.84816,             0.39591,             0.57602,             0.38903,            0.030766,            0.038142,            0.050462,           0.0093327,           0.0093327,           0.0093327
                 339,            0.036988,            0.030371,            0.042585,             0.82738,             0.40329,             0.61566,             0.40098,             0.03164,            0.037788,            0.050774,           0.0093308,           0.0093308,           0.0093308
                 340,             0.03775,            0.031676,            0.045107,             0.87181,             0.36789,             0.63412,             0.40593,            0.034276,            0.036819,            0.050516,           0.0093288,           0.0093288,           0.0093288
                 341,            0.038775,            0.031577,            0.042528,             0.88503,             0.35735,             0.62081,             0.40396,            0.031259,            0.036114,            0.050493,           0.0093268,           0.0093268,           0.0093268
                 342,             0.04048,            0.029726,            0.041703,             0.82677,             0.41811,             0.65754,             0.44604,            0.030807,             0.03688,            0.050264,           0.0093248,           0.0093248,           0.0093248
                 343,            0.040269,            0.029873,            0.039266,             0.94156,             0.34207,             0.66345,             0.42101,             0.03173,            0.037235,            0.050313,           0.0093228,           0.0093228,           0.0093228
                 344,            0.039099,            0.031654,            0.043096,             0.83017,             0.40701,             0.64819,             0.39886,            0.032575,            0.037363,              0.0507,           0.0093209,           0.0093209,           0.0093209
                 345,            0.036519,            0.026647,            0.045035,             0.81598,             0.40973,              0.6185,             0.40729,            0.033555,            0.040217,            0.050873,           0.0093189,           0.0093189,           0.0093189
                 346,            0.037011,            0.026354,            0.044503,             0.93329,             0.33949,             0.63782,             0.44632,            0.031828,            0.038021,            0.050303,           0.0093169,           0.0093169,           0.0093169
                 347,            0.042774,            0.031634,            0.046113,             0.79773,             0.38395,             0.60746,             0.36805,             0.03673,            0.042139,            0.050766,           0.0093149,           0.0093149,           0.0093149
                 348,            0.039867,            0.032027,            0.040183,             0.81477,             0.37655,             0.62274,             0.39806,            0.033407,            0.038809,            0.050265,           0.0093129,           0.0093129,           0.0093129
                 349,            0.036995,            0.031879,            0.041736,             0.84909,             0.40073,             0.64733,             0.43552,            0.029764,            0.037661,            0.049987,            0.009311,            0.009311,            0.009311
                 350,            0.036168,            0.030647,            0.043174,             0.87456,              0.3487,             0.62235,             0.40352,            0.030477,            0.038704,            0.050334,            0.009309,            0.009309,            0.009309
                 351,             0.03768,            0.031071,            0.039982,             0.87618,             0.38342,             0.66238,              0.4305,            0.030848,            0.036475,            0.050014,            0.009307,            0.009307,            0.009307
                 352,            0.039259,            0.028965,            0.040291,             0.89906,             0.36843,             0.65947,             0.40649,            0.032664,             0.03625,             0.04984,            0.009305,            0.009305,            0.009305
                 353,            0.042674,            0.029713,            0.038048,             0.88845,             0.36843,             0.66746,             0.41227,            0.031548,            0.037882,            0.049818,            0.009303,            0.009303,            0.009303
                 354,            0.039079,            0.032492,            0.042942,             0.94707,             0.32797,              0.6122,             0.36852,            0.034031,            0.040893,            0.050827,           0.0093011,           0.0093011,           0.0093011
                 355,            0.037436,             0.02827,            0.043438,             0.94413,             0.33214,             0.64988,             0.38475,            0.032027,            0.039511,            0.050121,           0.0092991,           0.0092991,           0.0092991
                 356,            0.039517,            0.030406,             0.04369,             0.88266,             0.38579,             0.65742,             0.41325,            0.030843,            0.036288,            0.049474,           0.0092971,           0.0092971,           0.0092971
                 357,            0.035945,            0.027042,            0.040618,             0.85774,             0.38305,             0.66058,             0.44909,            0.028799,            0.036503,            0.049482,           0.0092951,           0.0092951,           0.0092951
                 358,            0.042157,            0.030256,            0.041609,             0.88283,             0.38368,             0.60968,             0.36993,            0.031188,            0.038334,            0.049647,           0.0092931,           0.0092931,           0.0092931
                 359,            0.041387,            0.033641,            0.044403,             0.80509,             0.39721,             0.65386,             0.43611,            0.030759,             0.03693,            0.049229,           0.0092912,           0.0092912,           0.0092912
                 360,            0.036106,             0.03066,            0.041491,             0.78413,             0.40833,             0.59827,             0.34134,            0.036015,            0.040502,            0.050536,           0.0092892,           0.0092892,           0.0092892
                 361,            0.038672,              0.0289,            0.040914,             0.82129,             0.40788,             0.62425,             0.41605,            0.031315,            0.038447,             0.05018,           0.0092872,           0.0092872,           0.0092872
                 362,            0.038403,            0.032523,            0.041132,             0.79125,             0.40473,             0.66272,             0.44565,            0.031048,            0.037595,            0.049127,           0.0092852,           0.0092852,           0.0092852
                 363,            0.040975,            0.028079,            0.044132,               0.804,              0.4153,             0.67428,             0.42059,            0.031344,            0.037149,            0.049034,           0.0092832,           0.0092832,           0.0092832
                 364,            0.039275,            0.032501,            0.042854,             0.85119,             0.36224,             0.66183,             0.40298,            0.031256,            0.037206,            0.049264,           0.0092813,           0.0092813,           0.0092813
                 365,            0.038581,            0.028693,             0.04177,             0.85165,             0.39411,             0.63683,             0.38586,            0.033263,             0.03668,            0.049245,           0.0092793,           0.0092793,           0.0092793
                 366,            0.038342,            0.032371,            0.040378,             0.83266,             0.40425,              0.6394,             0.40698,            0.030127,            0.036459,             0.04928,           0.0092773,           0.0092773,           0.0092773
                 367,            0.037111,            0.030483,            0.041043,             0.84155,             0.40186,             0.64214,             0.43468,            0.028909,            0.036385,            0.048811,           0.0092753,           0.0092753,           0.0092753
                 368,            0.037013,             0.02942,            0.041486,             0.85274,             0.37763,             0.62801,             0.39223,            0.030439,            0.036295,            0.048733,           0.0092733,           0.0092733,           0.0092733
                 369,            0.039158,            0.025586,            0.040703,             0.83978,             0.39894,             0.64257,             0.41278,            0.029869,            0.039272,             0.04831,           0.0092714,           0.0092714,           0.0092714
