               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 436,            0.035476,            0.026935,            0.035516,             0.77166,             0.48818,             0.72971,             0.49249,            0.029166,            0.035063,            0.044558,           0.0091387,           0.0091387,           0.0091387
                 437,            0.037876,            0.025881,            0.036123,             0.78995,             0.48717,              0.7354,              0.4874,            0.029957,            0.034587,            0.044421,           0.0091367,           0.0091367,           0.0091367
                 438,            0.039485,             0.02607,            0.037632,             0.75654,             0.49292,             0.73511,             0.49025,            0.031756,             0.03537,            0.044693,           0.0091347,           0.0091347,           0.0091347
                 439,            0.040236,            0.029347,            0.038856,             0.78515,             0.51064,             0.72874,             0.45306,            0.032612,             0.03594,             0.04463,           0.0091328,           0.0091328,           0.0091328
                 440,            0.038294,             0.02712,            0.038523,             0.76293,             0.52143,             0.74067,             0.46613,            0.031594,            0.035582,            0.044376,           0.0091308,           0.0091308,           0.0091308
                 441,            0.036595,            0.028263,            0.036691,             0.70013,             0.57167,             0.74247,             0.48705,            0.028731,            0.034402,            0.044007,           0.0091288,           0.0091288,           0.0091288
                 442,            0.035791,             0.02837,            0.037493,             0.74822,             0.52254,               0.734,             0.46128,            0.029834,            0.034628,            0.044226,           0.0091268,           0.0091268,           0.0091268
                 443,            0.040033,            0.031083,            0.034109,             0.69648,             0.53504,             0.71861,             0.46518,            0.032612,            0.035761,             0.04441,           0.0091248,           0.0091248,           0.0091248
                 444,            0.038794,            0.030537,             0.03573,             0.71917,             0.53847,             0.74027,             0.47806,            0.032515,            0.036004,            0.044217,           0.0091229,           0.0091229,           0.0091229
                 445,            0.036386,            0.026763,            0.033733,             0.71802,             0.54659,             0.74544,             0.49735,            0.028721,            0.034765,            0.044126,           0.0091209,           0.0091209,           0.0091209
                 446,             0.03517,            0.027286,            0.035811,              0.7405,             0.56292,             0.74976,             0.50332,             0.02845,            0.034454,            0.043967,           0.0091189,           0.0091189,           0.0091189
                 447,            0.034512,               0.027,            0.034337,             0.77292,             0.51257,             0.74797,             0.47787,            0.031888,             0.03613,             0.04366,           0.0091169,           0.0091169,           0.0091169
                 448,            0.035983,            0.028668,            0.041778,             0.78211,             0.47517,             0.72042,             0.44596,            0.030749,            0.036059,            0.044848,           0.0091149,           0.0091149,           0.0091149
                 449,            0.036415,            0.027242,            0.034985,             0.75606,             0.51423,             0.73885,             0.47322,            0.030188,             0.03792,            0.043748,            0.009113,            0.009113,            0.009113
                 450,            0.036629,            0.028607,            0.034999,             0.74241,             0.58092,             0.76456,             0.47784,            0.030712,            0.035842,            0.043547,            0.009111,            0.009111,            0.009111
                 451,            0.035305,            0.027229,            0.037009,             0.73543,             0.57094,             0.74669,             0.48852,            0.029051,            0.035214,             0.04428,            0.009109,            0.009109,            0.009109
                 452,            0.034612,             0.02719,            0.036102,             0.71905,             0.56582,             0.77368,             0.50177,            0.029515,            0.034283,            0.043677,            0.009107,            0.009107,            0.009107
                 453,            0.036732,            0.028802,            0.037518,             0.71175,             0.54201,             0.75758,             0.49447,            0.029406,            0.035606,            0.043496,            0.009105,            0.009105,            0.009105
                 454,            0.038977,            0.025947,            0.037676,             0.75884,             0.49833,             0.71149,             0.46359,            0.029347,            0.036165,             0.04487,           0.0091031,           0.0091031,           0.0091031
                 455,            0.035064,            0.027064,            0.033728,             0.76926,             0.49643,             0.71904,             0.46846,             0.03062,            0.036455,              0.0447,           0.0091011,           0.0091011,           0.0091011
                 456,            0.034781,            0.027357,            0.033811,             0.68443,             0.56582,             0.77377,              0.5162,            0.028983,            0.035414,            0.043495,           0.0090991,           0.0090991,           0.0090991
                 457,            0.035068,            0.026014,            0.035425,             0.62257,             0.63501,             0.74768,             0.49274,            0.028824,            0.035481,             0.04376,           0.0090971,           0.0090971,           0.0090971
                 458,            0.037145,             0.02918,            0.037511,             0.78956,             0.49348,             0.75936,             0.51624,            0.029022,            0.035083,            0.043538,           0.0090951,           0.0090951,           0.0090951
                 459,            0.037179,            0.026965,            0.033406,             0.70224,             0.56139,             0.76715,             0.51717,            0.029788,            0.035644,            0.043323,           0.0090932,           0.0090932,           0.0090932
                 460,            0.035337,            0.027692,             0.03611,             0.71441,             0.57234,             0.77314,             0.49177,            0.030503,            0.035787,            0.043135,           0.0090912,           0.0090912,           0.0090912
                 461,            0.036426,            0.030506,            0.034726,             0.72304,             0.58489,               0.762,             0.50076,            0.028771,            0.036527,            0.043055,           0.0090892,           0.0090892,           0.0090892
                 462,            0.033993,            0.026496,            0.035856,             0.71381,              0.6189,             0.73427,             0.51278,            0.030309,            0.038217,            0.042996,           0.0090872,           0.0090872,           0.0090872
                 463,            0.035367,            0.027635,            0.034701,             0.80853,             0.51306,             0.73837,             0.50285,            0.029787,            0.036944,             0.04287,           0.0090852,           0.0090852,           0.0090852
                 464,            0.035271,            0.024094,            0.034945,             0.75884,             0.54665,             0.71249,             0.48924,            0.029568,             0.03905,            0.042907,           0.0090833,           0.0090833,           0.0090833
                 465,            0.038579,            0.025123,            0.035493,             0.78836,             0.52992,             0.72796,             0.44758,            0.032494,             0.03788,            0.042693,           0.0090813,           0.0090813,           0.0090813
                 466,            0.036927,            0.025954,            0.036653,             0.78387,             0.52001,              0.7336,             0.47202,            0.030674,            0.037501,            0.042959,           0.0090793,           0.0090793,           0.0090793
                 467,            0.032819,            0.023159,            0.036991,             0.79776,             0.52726,             0.73625,             0.49526,            0.029253,            0.037051,            0.042738,           0.0090773,           0.0090773,           0.0090773
                 468,            0.033166,            0.026552,            0.031975,             0.76836,             0.53694,             0.73524,             0.46026,            0.029434,            0.040055,             0.04268,           0.0090753,           0.0090753,           0.0090753
                 469,            0.035027,            0.027708,            0.035471,              0.8058,             0.52527,             0.74544,             0.47126,            0.028932,             0.03657,            0.042648,           0.0090734,           0.0090734,           0.0090734
                 470,            0.037535,            0.026596,            0.034818,             0.78472,             0.52023,             0.75332,             0.45316,             0.03064,            0.034696,            0.042456,           0.0090714,           0.0090714,           0.0090714
                 471,            0.034711,             0.02538,            0.031947,             0.72874,             0.58673,             0.74738,             0.45915,            0.029944,            0.036543,            0.042693,           0.0090694,           0.0090694,           0.0090694
                 472,            0.033612,            0.026896,            0.036973,             0.77019,             0.54595,             0.75852,             0.49428,            0.029406,            0.036314,            0.043001,           0.0090674,           0.0090674,           0.0090674
                 473,            0.032473,            0.028745,            0.035244,             0.73202,             0.58786,             0.76204,             0.52896,             0.02723,            0.034654,            0.042412,           0.0090654,           0.0090654,           0.0090654
                 474,            0.035371,            0.027145,            0.036431,             0.75019,             0.59212,             0.75474,             0.50045,            0.027839,             0.03455,            0.042355,           0.0090635,           0.0090635,           0.0090635
                 475,            0.039405,            0.026075,            0.036792,              0.7457,             0.57224,             0.73885,             0.47758,            0.030383,            0.035733,            0.042438,           0.0090615,           0.0090615,           0.0090615
                 476,            0.036195,            0.026221,            0.037015,             0.73151,             0.55475,             0.73963,             0.47488,            0.032743,            0.036308,            0.042246,           0.0090595,           0.0090595,           0.0090595
                 477,             0.03512,            0.024618,            0.033943,             0.72354,             0.55032,             0.73759,             0.47043,            0.031031,            0.035957,            0.042041,           0.0090575,           0.0090575,           0.0090575
                 478,            0.034449,            0.026241,            0.037433,             0.67719,             0.60803,             0.74689,             0.50581,            0.030128,             0.03596,            0.041664,           0.0090555,           0.0090555,           0.0090555
                 479,            0.037157,             0.02823,            0.034794,             0.76698,             0.53722,             0.75047,             0.50454,            0.030767,            0.037182,            0.041925,           0.0090536,           0.0090536,           0.0090536
                 480,            0.035166,            0.028846,            0.037267,             0.66486,             0.61856,             0.75402,             0.51785,            0.030005,            0.036848,            0.042055,           0.0090516,           0.0090516,           0.0090516
                 481,            0.037366,             0.03055,            0.039031,              0.7273,             0.59274,             0.75769,             0.51304,            0.028917,            0.037385,            0.042248,           0.0090496,           0.0090496,           0.0090496
                 482,            0.035373,            0.027707,            0.037273,             0.68012,             0.61066,             0.75364,             0.52142,            0.028869,            0.036744,            0.041932,           0.0090476,           0.0090476,           0.0090476
                 483,            0.033053,            0.029695,            0.033721,             0.79537,             0.53729,              0.7412,             0.49918,            0.028923,            0.036587,            0.041786,           0.0090456,           0.0090456,           0.0090456
                 484,            0.034347,            0.026996,            0.036309,             0.71096,             0.59762,             0.76432,             0.50459,            0.029408,             0.03681,            0.041737,           0.0090437,           0.0090437,           0.0090437
                 485,            0.035269,            0.028908,            0.037629,             0.72429,             0.62468,             0.76773,              0.5186,            0.028864,            0.036083,            0.041547,           0.0090417,           0.0090417,           0.0090417
                 486,            0.036402,            0.028521,             0.03491,             0.72175,             0.60544,             0.77227,             0.54503,            0.028252,            0.035863,             0.04107,           0.0090397,           0.0090397,           0.0090397
                 487,            0.035423,            0.028817,             0.03297,             0.71263,             0.62434,              0.7798,              0.4796,            0.031468,            0.036788,            0.041213,           0.0090377,           0.0090377,           0.0090377
                 488,            0.035374,            0.027815,            0.036815,             0.73373,             0.58903,             0.75312,             0.50893,            0.028467,            0.036145,            0.041753,           0.0090357,           0.0090357,           0.0090357
                 489,            0.033705,            0.026236,            0.032688,             0.74166,             0.59746,             0.77373,             0.51045,            0.027688,             0.03675,            0.041249,           0.0090338,           0.0090338,           0.0090338
                 490,            0.033166,            0.023509,            0.035521,              0.7462,             0.55901,             0.77811,             0.50688,            0.028035,            0.037269,            0.041308,           0.0090318,           0.0090318,           0.0090318
                 491,            0.037583,            0.028532,            0.036323,             0.72253,             0.57452,             0.77935,             0.46543,            0.030577,            0.037177,            0.041272,           0.0090298,           0.0090298,           0.0090298
                 492,             0.03403,            0.027283,            0.033023,             0.71053,              0.5692,             0.77063,             0.49414,            0.029991,            0.036812,            0.041347,           0.0090278,           0.0090278,           0.0090278
                 493,            0.034584,            0.024577,            0.036118,             0.77689,             0.52687,             0.76537,             0.50241,            0.030391,            0.036791,            0.041913,           0.0090258,           0.0090258,           0.0090258
                 494,            0.034965,             0.02419,            0.035937,             0.76395,             0.56227,             0.75654,             0.52601,            0.027518,            0.037131,            0.041461,           0.0090239,           0.0090239,           0.0090239
                 495,            0.036573,            0.025852,            0.032475,             0.77583,             0.56382,             0.74655,             0.51299,            0.027744,            0.037856,              0.0417,           0.0090219,           0.0090219,           0.0090219
                 496,            0.034544,            0.025944,            0.035266,             0.73645,             0.56121,             0.74282,             0.47989,            0.029875,            0.038213,            0.041916,           0.0090199,           0.0090199,           0.0090199
                 497,            0.037201,            0.027793,             0.03726,             0.73468,             0.58938,             0.75259,             0.50886,            0.027457,            0.036819,            0.041753,           0.0090179,           0.0090179,           0.0090179
                 498,            0.034751,            0.023566,            0.030246,             0.70753,             0.59591,             0.75003,             0.48658,            0.028945,             0.03865,            0.040928,           0.0090159,           0.0090159,           0.0090159
                 499,            0.033069,            0.027383,             0.03698,              0.7128,             0.63974,              0.7616,             0.50002,            0.028532,            0.037742,            0.040847,            0.009014,            0.009014,            0.009014
                 500,            0.032841,            0.023837,            0.034429,             0.68299,             0.63743,             0.78595,             0.51477,            0.028872,             0.03789,            0.040417,            0.009012,            0.009012,            0.009012
                 501,            0.036229,            0.028881,            0.033902,             0.68983,              0.6311,             0.78989,             0.53441,            0.028536,            0.037516,            0.040342,             0.00901,             0.00901,             0.00901
                 502,            0.038087,            0.029173,            0.030993,             0.69604,             0.63621,             0.76868,             0.51193,            0.030386,            0.040876,            0.040954,            0.009008,            0.009008,            0.009008
                 503,            0.036045,            0.024524,             0.03523,             0.69752,             0.63851,             0.78719,             0.51997,            0.030012,            0.036341,             0.04023,            0.009006,            0.009006,            0.009006
                 504,            0.032089,            0.025628,             0.03391,             0.74834,             0.62453,             0.79051,              0.5498,            0.026449,            0.035592,            0.040124,           0.0090041,           0.0090041,           0.0090041
                 505,            0.031513,            0.027238,            0.035539,             0.71835,              0.6267,             0.77455,                0.47,            0.028524,            0.038055,            0.040261,           0.0090021,           0.0090021,           0.0090021
                 506,            0.036465,            0.023694,            0.033011,              0.7189,              0.6197,             0.77301,             0.48651,            0.029062,            0.040704,             0.04012,           0.0090001,           0.0090001,           0.0090001
                 507,            0.036164,            0.025442,            0.032663,             0.73172,             0.62165,             0.77686,             0.49531,            0.028121,            0.040405,            0.040342,           0.0089981,           0.0089981,           0.0089981
                 508,            0.034988,            0.027046,            0.032601,             0.75036,             0.61469,             0.76377,             0.47461,            0.029492,            0.044092,               0.041,           0.0089961,           0.0089961,           0.0089961
                 509,            0.034343,            0.027122,            0.034164,             0.74291,             0.62166,             0.77799,             0.52768,            0.027073,            0.041714,            0.040909,           0.0089942,           0.0089942,           0.0089942
                 510,            0.033375,            0.025458,            0.034981,              0.7719,             0.58164,             0.78616,             0.55486,            0.027745,            0.035147,            0.040799,           0.0089922,           0.0089922,           0.0089922
                 511,            0.034668,             0.02696,            0.032186,             0.73992,             0.61993,             0.80358,             0.56219,            0.027381,            0.035472,            0.040398,           0.0089902,           0.0089902,           0.0089902
                 512,            0.035339,             0.02725,            0.034185,             0.79175,             0.56959,             0.81046,             0.51954,            0.030019,            0.036199,            0.039886,           0.0089882,           0.0089882,           0.0089882
                 513,            0.037112,            0.026394,            0.035166,              0.7638,             0.56874,             0.80447,             0.53377,            0.029331,            0.035511,            0.039665,           0.0089862,           0.0089862,           0.0089862
                 514,            0.035182,            0.028618,            0.033803,             0.74093,             0.60029,             0.80386,             0.49621,            0.029857,            0.036049,            0.040005,           0.0089843,           0.0089843,           0.0089843
                 515,            0.033602,            0.029407,            0.035559,             0.76674,             0.57224,             0.79309,             0.50594,            0.027649,            0.035296,            0.040193,           0.0089823,           0.0089823,           0.0089823
                 516,            0.033669,            0.024279,            0.033525,             0.78511,             0.60485,             0.80565,             0.51321,            0.028584,            0.034636,             0.03987,           0.0089803,           0.0089803,           0.0089803
                 517,            0.033412,            0.025955,            0.031231,             0.79594,             0.59482,             0.79828,             0.54374,            0.026871,            0.034332,             0.03985,           0.0089783,           0.0089783,           0.0089783
                 518,            0.036043,            0.027029,              0.0336,             0.78424,             0.59262,              0.8083,             0.50997,             0.02742,            0.034165,            0.039479,           0.0089763,           0.0089763,           0.0089763
                 519,            0.035545,             0.02668,            0.034255,             0.78387,             0.59355,             0.79792,             0.54273,            0.027712,            0.034825,            0.039965,           0.0089744,           0.0089744,           0.0089744
                 520,            0.033039,            0.023876,             0.02982,              0.8268,             0.53831,             0.77691,             0.52655,            0.028553,            0.036253,            0.039819,           0.0089724,           0.0089724,           0.0089724
                 521,            0.033622,            0.025225,            0.034934,              0.8192,             0.57638,             0.81243,             0.57714,            0.027172,            0.035462,            0.039154,           0.0089704,           0.0089704,           0.0089704
                 522,             0.03332,            0.023762,            0.035305,              0.7801,             0.58882,             0.81088,             0.55044,            0.027682,            0.036219,            0.039277,           0.0089684,           0.0089684,           0.0089684
                 523,            0.038011,            0.027022,            0.034673,             0.75152,             0.58437,             0.79602,             0.56535,            0.029839,            0.038079,            0.039304,           0.0089664,           0.0089664,           0.0089664
                 524,            0.036604,            0.025263,            0.032742,              0.7917,               0.604,              0.8096,             0.54381,            0.028452,            0.036144,            0.038978,           0.0089645,           0.0089645,           0.0089645
                 525,            0.033145,            0.023438,            0.036505,             0.80012,             0.59607,             0.79483,             0.54453,            0.028039,            0.035292,            0.038725,           0.0089625,           0.0089625,           0.0089625
                 526,            0.033371,            0.024938,            0.031551,             0.78233,             0.57185,             0.80925,             0.52767,            0.030673,            0.036111,             0.03898,           0.0089605,           0.0089605,           0.0089605
                 527,            0.037523,            0.025088,            0.028493,             0.77915,             0.60422,             0.78515,             0.51173,            0.030273,             0.03781,             0.03899,           0.0089585,           0.0089585,           0.0089585
                 528,            0.035377,             0.02492,            0.030524,             0.76345,              0.6052,             0.79474,             0.52476,            0.029575,            0.036277,            0.038972,           0.0089565,           0.0089565,           0.0089565
                 529,            0.036723,            0.029179,            0.032276,             0.73646,             0.60357,             0.78798,             0.53815,            0.029406,            0.038167,            0.038912,           0.0089546,           0.0089546,           0.0089546
                 530,            0.034901,            0.026772,            0.033589,             0.73865,             0.61651,             0.79526,             0.53903,            0.027359,            0.037439,            0.039405,           0.0089526,           0.0089526,           0.0089526
                 531,            0.033356,            0.025393,            0.033597,             0.73894,             0.62509,             0.80465,             0.50858,             0.02935,             0.03743,            0.039521,           0.0089506,           0.0089506,           0.0089506
                 532,            0.034471,            0.024602,            0.033534,             0.72008,             0.65249,             0.80565,             0.53464,            0.028606,            0.037949,            0.038799,           0.0089486,           0.0089486,           0.0089486
                 533,            0.034784,            0.026475,            0.030157,             0.65379,             0.65543,             0.79008,             0.55699,            0.028909,            0.038401,            0.038891,           0.0089466,           0.0089466,           0.0089466
                 534,            0.037127,            0.027825,            0.032202,             0.68911,             0.65629,             0.79004,             0.53663,            0.029929,            0.040083,            0.039247,           0.0089447,           0.0089447,           0.0089447
                 535,            0.033044,            0.027851,            0.030466,             0.71426,             0.67693,             0.80856,             0.57002,            0.029272,            0.037247,            0.039087,           0.0089427,           0.0089427,           0.0089427
                 536,            0.035059,            0.026943,            0.029138,               0.724,             0.66287,             0.80975,             0.54062,            0.028066,            0.035945,            0.038609,           0.0089407,           0.0089407,           0.0089407
                 537,            0.032298,            0.024812,            0.034986,             0.75654,             0.64597,             0.81569,             0.56023,             0.02672,            0.034944,            0.038228,           0.0089387,           0.0089387,           0.0089387
                 538,            0.031221,            0.028009,             0.02847,             0.74322,             0.64998,             0.81501,             0.55527,             0.02753,            0.034941,            0.038245,           0.0089367,           0.0089367,           0.0089367
                 539,            0.035932,            0.025747,            0.030334,             0.80169,             0.59481,             0.80887,             0.52076,            0.030267,            0.035908,             0.03833,           0.0089348,           0.0089348,           0.0089348
                 540,            0.035049,            0.026369,            0.031978,             0.79992,             0.63133,             0.80467,             0.53957,            0.029729,            0.036094,            0.038385,           0.0089328,           0.0089328,           0.0089328
                 541,            0.033838,            0.028411,            0.033226,             0.80096,             0.61868,             0.79315,             0.51912,             0.02825,            0.035686,             0.03847,           0.0089308,           0.0089308,           0.0089308
                 542,            0.033003,            0.026416,            0.031607,             0.75842,             0.62462,             0.77634,              0.5464,            0.027302,            0.036596,            0.039053,           0.0089288,           0.0089288,           0.0089288
                 543,            0.032138,            0.025394,            0.032305,             0.76238,             0.62957,             0.79918,             0.52926,            0.028478,            0.035653,             0.03797,           0.0089268,           0.0089268,           0.0089268
                 544,            0.034618,            0.027136,            0.032005,             0.76168,             0.64443,             0.78761,             0.53157,              0.0274,            0.035777,            0.037924,           0.0089249,           0.0089249,           0.0089249
                 545,            0.034949,            0.026505,            0.031521,             0.75172,              0.6356,             0.78492,             0.51367,            0.029216,            0.035971,            0.037981,           0.0089229,           0.0089229,           0.0089229
                 546,            0.032726,            0.023476,            0.029547,             0.73798,              0.6487,              0.7982,             0.52675,            0.028019,            0.035953,            0.038069,           0.0089209,           0.0089209,           0.0089209
                 547,            0.031594,            0.021568,            0.029946,             0.75711,             0.64997,             0.79689,             0.54053,            0.027274,            0.035947,            0.037911,           0.0089189,           0.0089189,           0.0089189
                 548,            0.031238,            0.025767,            0.030698,             0.72453,             0.63962,             0.74487,             0.51224,            0.029412,            0.036586,            0.038456,           0.0089169,           0.0089169,           0.0089169
                 549,            0.034317,            0.024898,            0.030843,             0.73792,             0.65838,              0.8053,             0.52909,            0.029241,             0.03547,            0.038089,            0.008915,            0.008915,            0.008915
                 550,             0.03687,            0.025403,            0.030935,             0.74997,             0.65698,              0.8008,             0.54067,            0.030009,            0.035065,            0.038051,            0.008913,            0.008913,            0.008913
                 551,            0.033274,            0.025516,            0.031125,             0.74326,             0.64174,             0.80999,             0.54663,            0.027718,            0.035843,            0.037434,            0.008911,            0.008911,            0.008911
                 552,            0.031385,             0.02486,            0.030138,             0.73866,             0.65306,             0.78621,             0.53524,             0.02728,               0.036,            0.037343,            0.008909,            0.008909,            0.008909
                 553,             0.03252,            0.025239,            0.032148,             0.75512,             0.64107,              0.7768,             0.52012,            0.027156,            0.036814,            0.037297,            0.008907,            0.008907,            0.008907
                 554,            0.032828,            0.027337,            0.031457,             0.77022,             0.64184,             0.79933,             0.57377,            0.025524,            0.035887,            0.037235,           0.0089051,           0.0089051,           0.0089051
                 555,            0.033108,            0.022145,              0.0312,             0.76531,             0.63774,             0.79553,             0.56203,            0.026271,            0.037924,            0.037324,           0.0089031,           0.0089031,           0.0089031
                 556,            0.033111,            0.023298,            0.028079,             0.76142,             0.63213,              0.7863,             0.55534,            0.027274,            0.038599,            0.037364,           0.0089011,           0.0089011,           0.0089011
                 557,            0.032301,            0.022911,            0.030169,             0.76014,              0.6337,             0.78277,             0.51984,            0.028348,             0.03759,            0.037443,           0.0088991,           0.0088991,           0.0088991
                 558,            0.032897,            0.025972,            0.031768,             0.78504,             0.63592,             0.79375,             0.50766,            0.029508,            0.037293,            0.037492,           0.0088971,           0.0088971,           0.0088971
                 559,            0.034643,            0.026617,            0.032602,             0.76822,             0.63014,              0.8172,             0.53505,            0.027145,            0.035788,            0.037207,           0.0088952,           0.0088952,           0.0088952
                 560,            0.034252,            0.021811,            0.029807,             0.76098,             0.63793,              0.8151,             0.54846,            0.026613,              0.0351,            0.037245,           0.0088932,           0.0088932,           0.0088932
                 561,            0.036837,            0.025947,            0.032348,             0.77183,             0.62236,             0.80598,             0.55033,            0.026683,            0.034955,            0.037359,           0.0088912,           0.0088912,           0.0088912
                 562,            0.034097,            0.023302,            0.025253,             0.77873,             0.60054,             0.80198,             0.54306,            0.027412,            0.035329,            0.037521,           0.0088892,           0.0088892,           0.0088892
                 563,            0.032087,            0.029199,            0.032101,              0.7737,             0.62906,             0.81746,              0.5656,            0.026913,            0.034645,            0.037423,           0.0088872,           0.0088872,           0.0088872
                 564,             0.03106,             0.02332,             0.03246,             0.76413,             0.64878,             0.82385,             0.55372,            0.027692,            0.035374,            0.037084,           0.0088853,           0.0088853,           0.0088853
                 565,            0.034281,             0.02857,            0.033375,             0.77475,             0.65057,             0.82253,             0.56451,            0.027626,            0.035981,            0.037005,           0.0088833,           0.0088833,           0.0088833
                 566,             0.03542,            0.026204,            0.030036,             0.79551,             0.59866,             0.81986,              0.5515,            0.028121,            0.036474,            0.037136,           0.0088813,           0.0088813,           0.0088813
                 567,            0.033676,             0.02512,             0.03173,             0.77222,             0.63262,             0.83585,             0.53793,            0.028936,             0.03546,            0.036829,           0.0088793,           0.0088793,           0.0088793
                 568,            0.035414,            0.029645,            0.029851,             0.79553,             0.63988,             0.82735,             0.57694,            0.026533,            0.034056,            0.036515,           0.0088773,           0.0088773,           0.0088773
                 569,            0.032206,             0.02405,            0.030064,             0.81161,             0.62323,             0.83367,             0.56174,            0.027265,            0.034447,            0.036434,           0.0088754,           0.0088754,           0.0088754
                 570,            0.030676,            0.024011,            0.029051,             0.79198,             0.62352,             0.84038,             0.56644,            0.026811,            0.034795,            0.036365,           0.0088734,           0.0088734,           0.0088734
                 571,            0.036132,            0.026497,            0.028701,             0.76619,             0.63482,             0.84668,             0.55192,            0.027464,            0.034852,            0.036366,           0.0088714,           0.0088714,           0.0088714
                 572,            0.035954,            0.023481,            0.027968,             0.74486,             0.62725,             0.83193,             0.55628,            0.027757,            0.034722,            0.036759,           0.0088694,           0.0088694,           0.0088694
                 573,            0.033115,            0.023443,             0.03154,             0.76371,             0.61965,             0.82451,             0.53806,            0.027975,            0.034772,            0.036737,           0.0088674,           0.0088674,           0.0088674
                 574,            0.031521,            0.027448,            0.032373,             0.76586,             0.65066,             0.82795,             0.57694,            0.026491,            0.033714,            0.036488,           0.0088655,           0.0088655,           0.0088655
                 575,            0.030852,            0.021854,            0.033223,             0.79027,             0.59872,             0.80692,             0.56045,              0.0274,            0.035394,            0.037235,           0.0088635,           0.0088635,           0.0088635
                 576,            0.034968,            0.024641,            0.030929,             0.79627,             0.59679,              0.8157,             0.54104,            0.029345,            0.036283,            0.037057,           0.0088615,           0.0088615,           0.0088615
                 577,            0.035571,            0.026266,            0.030921,             0.79601,              0.6126,             0.79547,             0.54308,            0.030052,            0.036736,            0.037417,           0.0088595,           0.0088595,           0.0088595
                 578,            0.034149,            0.025594,            0.027992,             0.76656,             0.65568,             0.81909,             0.57277,            0.028669,            0.035186,            0.036461,           0.0088575,           0.0088575,           0.0088575
                 579,            0.032576,            0.023188,            0.029923,             0.74899,             0.64329,             0.81093,             0.54494,            0.028034,            0.035244,             0.03606,           0.0088556,           0.0088556,           0.0088556
                 580,            0.031984,            0.024073,            0.028782,             0.77193,             0.63855,             0.82813,             0.57189,            0.027525,            0.035532,             0.03633,           0.0088536,           0.0088536,           0.0088536
                 581,            0.033417,            0.024886,            0.031795,             0.77001,             0.65408,             0.83677,             0.58048,            0.027254,            0.035377,            0.036061,           0.0088516,           0.0088516,           0.0088516
                 582,            0.036118,            0.020932,            0.028599,             0.75469,             0.65208,             0.81127,             0.54149,            0.028088,            0.035845,            0.035719,           0.0088496,           0.0088496,           0.0088496
                 583,             0.03352,            0.023548,            0.030651,             0.77117,             0.64034,             0.80697,             0.53818,            0.026894,            0.035954,            0.035993,           0.0088476,           0.0088476,           0.0088476
                 584,            0.031887,             0.02316,            0.028898,             0.77326,             0.64143,             0.81483,             0.56399,            0.026971,            0.038127,            0.035957,           0.0088457,           0.0088457,           0.0088457
                 585,            0.031472,            0.025665,            0.031355,             0.78608,              0.6258,              0.8081,             0.53795,            0.026858,            0.036448,            0.036087,           0.0088437,           0.0088437,           0.0088437
                 586,            0.032943,            0.025738,            0.028205,              0.7847,             0.60592,             0.79386,             0.49329,            0.029081,            0.038659,            0.036403,           0.0088417,           0.0088417,           0.0088417
                 587,            0.038608,            0.026027,            0.032662,             0.75743,             0.61317,             0.76981,              0.4865,            0.032717,            0.038502,            0.036053,           0.0088397,           0.0088397,           0.0088397
                 588,            0.036056,            0.026625,            0.028462,             0.62249,             0.71045,              0.7891,             0.51237,            0.030368,            0.038024,            0.035481,           0.0088377,           0.0088377,           0.0088377
                 589,            0.033556,            0.027558,            0.030691,             0.69251,             0.69585,             0.79735,             0.53408,            0.027505,            0.034992,            0.035316,           0.0088358,           0.0088358,           0.0088358
